无锡新区,120.3874089,31.50000027
宜兴,119.808289,31.31463409
徐州东,117.2973169,34.26824911
丹阳北,119.6657662,32.0173628
句容西,118.9741658,31.83501312
镇江南,119.4187955,32.15414114
丹徒,119.5159792,32.11733175
宝华山,119.0502873,32.15016329
抚州东,116.600407,28.26137937
瑞昌西,115.6161638,29.66087549
进贤南,116.2185419,28.33833157
南昌西,115.7811094,28.6194736
萍乡北,113.8304054,27.68511753
德兴,117.8549079,28.96068406
玉山南,118.2766536,28.64760926
五府山,118.0405685,28.23361624
婺源,117.8703726,29.24222865
新余北,114.8934823,27.91561046
高安,115.3807687,28.47263326
宜春,114.411696,27.81830262
鹰潭北,117.0217696,28.30596713
鞍山西,122.9102059,41.11614184
海城西,123.7615308,41.32587664
本溪新城,123.6721655,41.48070443
普湾,122.2688766,40.40277328
瓦房店西,120.7582334,40.74164579
大连北,120.318817,40.34702668
五龙背东,123.1627288,41.2797511
通远堡西,122.055701,41.19570302
凤城东,122.4879362,39.505789
沈阳南,123.4057186,41.66483174
昌图西,121.6024504,39.01594232
开原西,124.058536,40.4461679
铁岭西,123.6677217,42.23043407
盖州西,122.2688179,40.40289568
鲅鱼圈,122.0889592,40.18638904
营口东,123.4315934,41.81614579
即墨北,120.388495,36.40553162
牟平,121.6343203,37.41648442
青岛北,120.3576978,36.16247342
海阳北,120.9450347,37.06214047
德州东,116.455745,37.40919709
济南西,116.8862731,36.66834202
章丘,117.4934421,36.72155753
曲阜东,117.0628572,35.55620766
荣成,122.4037711,37.14403204
青州市,118.4980425,36.77130264
滕州东,117.2518813,35.09018958
莱西北,120.5213933,36.87351836
威海北,122.0727084,37.52548065
文登东,122.0448421,37.19490793
桃村北,121.1367852,37.18817749
烟台南,121.4444543,37.28646367
枣庄,117.3005334,34.78072633
晋中,112.6361536,37.68566975
平遥古城,112.14349,37.15552111
太谷西,112.5030088,37.44798117
介休东,111.9809881,37.05369764
洪洞西,111.5751687,36.25395356
侯马西,111.282046,35.60215973
霍州东,111.8311659,36.56426636
临汾西,111.4595357,36.10103469
太原南,112.6042119,37.7914596
阳泉北,113.4315131,38.1146621
永济北,110.4191421,35.02822069
运城北,110.9784147,35.09919715
宝鸡南,107.2264445,34.33605146
岐山,107.6083917,34.27735278
华山北,110.0928025,34.58234788
渭南北,109.476327,34.53771076
西安,108.9582108,34.27806122
杨陵南,108.0720993,34.26913487
咸阳秦都,108.6621692,34.33282023
安亭北,121.153402,31.31630806
南翔北,121.3050266,31.28290276
金山北,121.0850424,30.89574354
上海虹桥,121.3161743,31.19557194
松江南,121.2267685,30.98693522
青白江东,104.2138398,30.89428692
德阳,104.3809771,31.16189673
南充北,106.043942,30.81389444
简阳南,104.5442834,30.37591959
内江北,105.0716142,29.60861595
资阳北,104.6711497,30.12512681
隆昌北,105.2711181,29.35201582
资中北,104.8543605,29.78671369
双流机场,103.9546896,30.57282661
双流西,103.9168197,30.54559719
新都东,104.1916124,30.80230611
滨海北,117.7551187,39.23596165
滨海,117.6056601,39.08057091
军粮城北,117.4218261,39.06504698
天津南,117.0544701,39.05600482
昆明南,102.8610356,24.87330722
曲靖北,103.7842789,25.58972894
余杭,120.2915489,30.38349234
德清,120.0559187,30.547645
湖州,120.0182522,30.86577661
长兴,119.9693134,31.0443212
海宁西,120.3872361,30.441431
嘉善南,120.9316763,30.7900297
嘉兴南,120.7955872,30.69320595
桐乡,120.5632512,30.53934986
武义北,119.8058419,28.92662121
永康南,120.0194235,28.8542298
缙云西,120.1136696,28.58877616
奉化,121.4601144,29.63068782
宁海,121.4154539,29.33876174
余姚北,121.1639602,30.10070519
绍兴北,120.5343862,30.10261692
临海,121.2418352,28.88340238
台州,121.2859056,28.68867669
三门县,121.3588257,29.05814781
温岭,121.3209614,28.48156069
绅坊,120.9875764,28.19988012
苍南,120.4070769,27.53144673
雁荡山,121.1477568,28.34456012
温州南,120.5811588,27.96915052
鳌江,120.5409851,27.62946123
瑞安,120.5771841,27.7698518
乐清,120.8552415,28.08790088
永嘉,120.6906921,28.07260932
璧山,106.2208531,29.50680511
长寿湖,107.1928145,29.96258513
大足南,105.7322104,29.42077306
万州北,108.3522706,30.86155431
丰都,107.6792843,29.84252283
涪陵北,107.2658908,29.76469338
永川东,105.9359188,29.37098409
长寿北,107.0644352,29.87645463
梁平南,107.8059383,30.71196462
荣昌北,105.571028,29.39178665
